,time,signal,channel
158,27.95,294.8999657724418,405
159,28.0,295.494940664254,405
160,28.05,295.6081787109375,405
161,28.1,295.1990152994792,405
162,28.15,295.62818041034774,405
163,28.2,296.4567595837163,405
164,28.25,295.9703321269914,405
165,28.3,294.556022494447,405
166,28.35,293.4978111117494,405
167,28.4,293.07379760742185,405
168,28.45,292.7884054744945,405
169,28.5,292.8740114698223,405
170,28.55,293.14211258233763,405
171,28.6,293.8248320934819,405
172,28.65,295.0725366928998,405
173,28.7,295.70886948529414,405
174,28.75,295.6354651357613,405
175,28.8,295.4212628173828,405
176,28.85,295.5117845722273,405
177,28.9,295.4708114324832,405
178,28.95,295.30581724877453,405
179,29.0,295.09640203737746,405
180,29.05,293.7080078125,405
181,29.1,292.14110669902726,405
182,29.15,291.189599609375,405
183,29.2,290.3065855736826,405
184,29.25,289.1672064089308,405
185,29.3,288.5241429946002,405
186,29.35,288.17199886546416,405
187,29.4,287.83590399050246,405
188,29.45,287.85021075080425,405
189,29.5,288.3067260742188,405
190,29.55,288.81609269684435,405
191,29.6,289.3318870394838,405
192,29.65,289.7069307215074,405
193,29.7,289.9938827215457,405
194,29.75,290.05279840207567,405
195,29.8,289.35240681966144,405
196,29.85,288.98615600585936,405
197,29.9,289.28917738970586,405
198,29.95,289.31193991268384,405
199,30.0,289.29355636297487,405
200,30.05,289.8755469228707,405
201,30.1,290.60238767137713,405
202,30.15,291.2955136766621,405
203,30.2,292.02395151175705,405
204,30.25,292.94237915039065,405
205,30.3,294.0564700855928,405
206,30.35,294.7721192603018,405
207,30.4,295.16809740253524,405
208,30.45,295.6333600212546,405
209,30.5,296.2931374942555,405
210,30.55,296.8119722254136,405
211,30.6,297.52156433105466,405
212,30.65,298.5531059713925,405
213,30.7,299.50669292375153,405
214,30.75,300.13780721028644,405
215,30.8,300.5120340983073,405
216,30.85,300.7439132391238,405
217,30.9,300.98663629270067,405
218,30.95,301.51437805175783,405
219,31.0,302.1537110571768,405
220,31.05,302.7928275314032,405
221,31.1,303.4606036017923,405
222,31.15,303.4137692918965,405
223,31.2,302.9001793954887,405
224,31.25,303.71969544653797,405
225,31.3,305.50490555108763,405
226,31.35,305.60234619140624,405
227,31.4,303.3297304639629,405
228,31.45,301.4616585525812,405
229,31.5,300.928466796875,405
230,31.55,299.05031869925705,405
231,31.6,296.81660072476257,405
232,31.65,295.8244114296109,405
233,31.7,294.83054992675784,405
234,31.75,293.2008876426547,405
235,31.8,291.8672066482843,405
236,31.85,290.43322035845586,405
237,31.9,290.1826387293199,405
238,31.95,294.75278487859987,405
239,32.0,300.4625411688113,405
240,32.05,301.6700170898437,405
241,32.1,300.80990540747547,405
242,32.15,300.54991419175093,405
243,32.2,301.60160498525585,405
244,32.25,302.55715822706037,405
245,32.3,303.8048203412224,405
246,32.35,306.50930307425705,405
247,32.4,308.3431475830078,405
248,32.45,305.8097827387791,405
249,32.5,299.0407912310432,405
250,32.55,296.22977342792586,405
251,32.6,300.7687527525659,405
252,32.65,304.61992630304076,405
253,32.7,302.51146503523285,405
254,32.75,300.75464465571383,405
255,32.8,303.4133282470703,405
256,32.85,304.75179395488664,405
257,32.9,301.73713295132507,405
258,32.95,298.6573055491728,405
259,33.0,298.4034076765472,405
260,33.05,299.72062533509495,405
261,33.1,300.82108920228245,405
262,33.15,302.09789794921875,405
263,33.2,304.4782493441713,405
264,33.25,306.92095109528185,405
265,33.3,307.638007070504,405
266,33.35,307.7517927581189,405
267,33.4,306.1048703661152,405
268,33.45,302.85161515778185,405
269,33.5,301.5553961181641,405
270,33.55,303.18974214441636,405
271,33.6,304.9415504605162,405
272,33.65,304.3301642922794,405
273,33.7,305.2213565602022,405
274,33.75,310.28642661898743,405
275,33.8,314.9777287501915,405
276,33.85,314.5407708859911,405
277,33.9,312.08007873535155,405
278,33.95,312.875914330576,405
279,34.0,313.5527732699525,405
280,34.05,310.55487060546875,405
281,34.1,306.3684997558594,405
282,34.15,303.5658437691483,405
283,34.2,303.223923627068,405
284,34.25,304.214521484375,405
285,34.3,304.5043705958946,405
286,34.35,304.7954053691789,405
287,34.4,305.69845700731463,405
288,34.45,302.9147919299556,405
289,34.5,299.61220774931064,405
290,34.55,299.8455672918582,405
291,34.6,301.00077880859374,405
292,34.65,303.2042786841299,405
293,34.7,304.3511394425934,405
294,34.75,300.88441198012407,405
295,34.8,298.37760596181835,405
296,34.85,301.12682207892925,405
297,34.9,305.6992372999004,405
298,34.95,307.4683203125,405
299,35.0,306.14238365023743,405
300,35.05,304.5538324094286,405
301,35.1,306.3292948404948,405
302,35.15,309.16741883520984,405
303,35.2,309.41104963714,405
304,35.25,307.9588892319623,405
305,35.3,306.87459609087773,405
306,35.35,305.83159606933594,405
307,35.4,304.1536972943474,405
308,35.45,302.38473630418963,405
309,35.5,300.8537268545113,405
310,35.55,299.76323924345127,405
311,35.6,298.78597364238664,405
312,35.65,297.475830078125,405
313,35.7,296.37026245117187,405
314,35.75,295.4525445676317,405
315,35.8,294.5715439740349,405
316,35.85,294.0062985887715,405
317,35.9,293.35768875421263,405
318,35.95,293.20324108647367,405
319,36.0,293.79153322706037,405
320,36.05,293.8992639160156,405
321,36.1,293.3037623985141,405
322,36.15,293.35521443684894,405
323,36.2,293.9365348067938,405
324,36.25,294.3373808019301,405
325,36.3,294.91234813017,405
326,36.35,296.1439777449066,405
327,36.4,297.40012939453123,405
328,36.45,298.39496986538757,405
329,36.5,299.42340865789674,405
330,36.55,300.42499856387866,405
331,36.6,300.5881485284543,405
332,36.65,300.57433663162533,405
333,36.7,300.9654535031786,405
334,36.75,301.06642719343597,405
335,36.8,300.712626953125,405
336,36.85,299.8493215523514,405
337,36.9,298.29037894454655,405
338,36.95,296.8112673291973,405
339,37.0,296.24681958965226,405
340,37.05,295.71539246802234,405
341,37.1,294.90757841222427,405
342,37.15,294.5965734863281,405
343,37.2,294.9665042652803,405
344,37.25,295.1889845904182,405
345,37.3,294.8431827320772,405
346,37.35,294.6736581839767,405
347,37.4,295.0660938936121,405
348,37.45,294.7780444575291,405
349,37.5,293.94604919433596,405
350,37.55,294.0333216050092,405
351,37.6,294.2746420467601,405
352,37.65,294.08836933210785,405
353,37.7,294.1731316061581,405
354,37.75,294.61073213465073,405
355,37.8,295.02474915747547,405
356,37.85,295.1998883415671,405
357,37.9,295.32070495605467,405
358,37.95,295.4396775189568,405
359,38.0,295.49762501436123,405
360,38.05,295.53139839920345,405
361,38.1,295.5400282915901,405
362,38.15,295.3440527822457,405
363,38.2,295.21802775065106,405
364,38.25,295.39957763671873,405
365,38.3,295.29364013671875,405
366,38.35,295.2469512341069,405
367,38.4,295.79052614698224,405
368,38.45,296.33114324831496,405
369,38.5,296.5154047947304,405
370,38.55,296.5911153157552,405
371,38.6,296.6722344970703,405
372,38.65,296.9800474877451,405
373,38.7,297.775016635072,405
374,38.75,298.60824824314494,405
375,38.8,299.19901948816636,405
376,38.85,299.83150586894914,405
377,38.9,300.6803014418658,405
378,38.95,301.31763732910156,405
379,39.0,301.5815645105699,405
380,39.05,301.9417186063879,405
381,39.1,302.4266088149127,405
382,39.15,302.63029390222886,405
383,39.2,302.72939644607845,405
384,39.25,302.2852382285922,405
385,39.3,301.56808112649355,405
386,39.35,301.5535235595703,405
387,39.4,301.8169136795343,405
388,39.45,301.6089728860294,405
389,39.5,301.2558869006587,405
390,39.55,300.9913413851869,405
391,39.6,300.63981598498776,405
392,39.65,300.66313560336243,405
393,39.7,300.89208435058595,405
394,39.75,301.13799510282627,405
395,39.8,301.0150463627834,405
396,39.85,300.46073105755977,405
397,39.9,300.4433462105545,405
398,39.95,300.64111208448224,405
399,40.0,300.58686080633424,405
400,40.05,300.20301147460935,405
401,40.1,300.53113750382965,405
402,40.15,301.76277968462773,405
403,40.2,302.638962689568,405
404,40.25,303.0717204972809,405
405,40.3,303.7989388260187,405
406,40.35,304.24175486845127,405
407,40.4,303.9318021886489,405
408,40.45,303.4682281494141,405
409,40.5,303.15994023341756,405
410,40.55,302.6863379384957,405
411,40.6,301.75320195216756,405
412,40.65,300.82689771465226,405
413,40.7,299.90917549881283,405
414,40.75,298.7693038641238,405
415,40.8,297.5809326171875,405
416,40.85,296.79995188993564,405
417,40.9,296.3970205269608,405
418,40.95,296.12215109432447,405
419,41.0,295.8770757936964,405
420,41.05,295.746322332644,405
421,41.1,295.66604195389095,405
422,41.15,296.35167114257814,405
423,41.2,298.9541045544194,405
424,41.25,301.11526788449754,405
425,41.3,301.56411204618564,405
426,41.35,301.05867034313724,405
427,41.4,299.9423277611826,405
428,41.45,300.72415460324754,405
429,41.5,303.3070404052734,405
430,41.55,304.2026528751149,405
431,41.6,303.10973702225033,405
432,41.65,301.9170627967984,405
433,41.7,301.22677253274355,405
434,41.75,300.7792071174173,405
435,41.8,300.82119631299787,405
436,41.85,300.80078723383883,405
437,41.9,300.0526416015625,405
438,41.95,300.2974733838848,405
439,42.0,300.6738197476256,405
440,42.05,299.95981253829655,405
441,42.1,299.1949600518918,405
442,42.15,298.2844950358073,405
443,42.2,296.98497876933976,405
444,42.25,296.3379510498047,405
445,42.3,296.1037705365349,405
446,42.35,295.3094153310738,405
447,42.4,294.68193802179076,405
448,42.45,294.6605733235677,405
449,42.5,295.252576641008,405
450,42.55,296.3596059761795,405
451,42.6,297.2254608154297,405
452,42.65,297.38394823261336,405
453,42.7,297.8411835315181,405
454,42.75,298.2655849082797,405
455,42.8,296.8527072083716,405
456,42.85,295.7069474762561,405
457,42.9,296.8302223355162,405
458,42.95,297.37256876627606,405
459,43.0,296.32750244140624,405
460,43.05,296.5836456897212,405
461,43.1,298.1243387858073,405
462,43.15,298.5026209214154,405
463,43.2,298.17125567267925,405
464,43.25,298.66030405081955,405
465,43.3,299.7602263805913,405
466,43.35,300.4306402587891,405
467,43.4,300.2490868661918,405
468,43.45,299.37096150716144,405
469,43.5,298.3768142999387,405
470,43.55,297.85275687423405,405
471,43.6,297.6121503044577,405
472,43.65,297.38763427734375,405
473,43.7,296.88518188476564,405
474,43.75,295.79996804630053,405
475,43.8,293.77968402937347,405
476,43.85,291.6237954532399,405
477,43.9,291.1677736768535,405
478,43.95,291.94975131165745,405
479,44.0,292.83248183306523,405
480,44.05,293.9967010498047,405
481,44.1,292.6226722866881,405
482,44.15,290.65346751493564,405
483,44.2,291.54243499157474,405
484,44.25,292.5100923426011,405
485,44.3,292.9915609920726,405
486,44.35,293.5192673627068,405
487,44.4,293.78335631127453,405
488,44.45,294.8414825439453,405
489,44.5,295.3088073730469,405
490,44.55,295.0980954637715,405
491,44.6,296.107068828508,405
492,44.65,297.7189546472886,405
493,44.7,299.44225116804535,405
494,44.75,299.96448711320465,405
495,44.8,298.88386596679686,405
496,44.85,299.96034450157015,405
497,44.9,302.92467304304535,405
498,44.95,303.48851581648285,405
499,45.0,302.00914569929535,405
500,45.05,301.90421728994335,405
501,45.1,301.22717704024967,405
502,45.15,300.54995300292967,405
503,45.2,302.3218988156786,405
504,45.25,302.3982065238205,405
505,45.3,300.77527034983916,405
506,45.35,300.91897104300705,405
507,45.4,301.70289103190106,405
508,45.45,302.420472388174,405
509,45.5,306.01511535644534,405
510,45.55,308.78070846258424,405
511,45.6,305.7878603467754,405
512,45.65,302.4969075520833,405
513,45.7,302.6842633415671,405
514,45.75,302.6128288717831,405
515,45.8,301.59643734202666,405
516,45.85,302.00501146503524,405
517,45.9,303.9672583007812,405
518,45.95,306.27419864430146,405
519,46.0,307.91657571231616,405
520,46.05,308.41079771752453,405
521,46.1,309.2799179974724,405
522,46.15,309.3436500698912,405
523,46.2,308.9542703067555,405
524,46.25,308.68367065429686,405
525,46.3,309.54202330346203,405
526,46.35,310.75695142558976,405
527,46.4,309.5048798205806,405
528,46.45,307.27183562634036,405
529,46.5,306.67654718137254,405
530,46.55,307.1834525314032,405
531,46.6,306.8122180175781,405
532,46.65,305.86200788909315,405
533,46.7,305.0802594353171,405
534,46.75,304.60583256740193,405
535,46.8,304.17249791762407,405
536,46.85,303.9234786688113,405
537,46.9,303.34117635091144,405
538,46.95,302.2094337612975,405
539,47.0,301.71146911621094,405
540,47.05,301.1821253159467,405
541,47.1,300.24984442018996,405
542,47.15,299.7781090829887,405
543,47.2,299.5892028808594,405
544,47.25,298.9655899347043,405
545,47.3,298.07580446729474,405
546,47.35,298.0117333984375,405
547,47.4,298.6268041274127,405
548,47.45,299.08526671166516,405
549,47.5,299.19867721258424,405
550,47.55,299.3407257678462,405
551,47.6,300.2135476505055,405
552,47.65,301.54801492130053,405
553,47.7,302.08685424804685,405
554,47.75,302.140921200023,405
555,47.8,302.3463248458563,405
556,47.85,302.69005450080425,405
557,47.9,302.76732740215226,405
558,47.95,302.5487682866115,405
559,48.0,301.84795843386183,405
560,48.05,301.4247174072266,405
561,48.1,301.53130026424634,405
562,48.15,301.56796444163604,405
563,48.2,301.46479946959255,405
564,48.25,302.1985102634804,405
565,48.3,303.0204024969363,405
566,48.35,303.4006467333027,405
567,48.4,303.9856603285846,405
568,48.45,304.31669372558594,405
569,48.5,304.2532821356082,405
570,48.55,304.53392298081343,405
571,48.6,304.25265981636795,405
572,48.65,303.3135280235141,405
573,48.7,303.20447016697307,405
574,48.75,303.3314155129825,405
575,48.8,302.64812927246095,405
576,48.85,301.38860006893384,405
577,48.9,300.0160025802313,405
578,48.95,298.99024394914215,405
579,49.0,298.0752150591682,405
580,49.05,296.9080337823606,405
581,49.1,295.9574273801317,405
582,49.15,295.44920654296874,405
583,49.2,295.21842627431835,405
584,49.25,294.9115187701057,405
585,49.3,294.27282894358916,405
586,49.35,293.74013743681064,405
587,49.4,293.7281057320389,405
588,49.45,294.1151482077206,405
589,49.5,294.6422035366881,405
590,49.55,295.1791076660156,405
591,49.6,295.6825848747702,405
592,49.65,296.17412492340685,405
593,49.7,296.67505421358,405
594,49.75,297.19925644818477,405
595,49.8,297.6985647164139,405
596,49.85,297.88183354396443,405
597,49.9,298.58031677246095,405
598,49.95,299.62076942593444,405
599,50.0,300.4291094611673,405
600,50.05,300.89472273284315,405
601,50.1,301.1077222637102,405
602,50.15,301.4011888691023,405
603,50.2,302.21095485313265,405
604,50.25,302.8690252685547,405
605,50.3,303.3235138537837,405
606,50.35,303.8751029220282,405
607,50.4,304.3398114372702,405
608,50.45,304.6906977634804,405
609,50.5,304.74272544711243,405
610,50.55,304.2655029296875,405
611,50.6,304.15560424804687,405
612,50.65,304.32159483666516,405
613,50.7,304.0114087871477,405
614,50.75,303.50341378006283,405
615,50.8,303.4713086894914,405
616,50.85,303.5667527142693,405
617,50.9,302.82479200176164,405
618,50.95,301.756700702742,405
619,51.0,301.2211669921875,405
620,51.05,300.94627410290286,405
621,51.1,300.6895069795496,405
622,51.15,300.4058514763327,405
623,51.2,300.1851531384038,405
624,51.25,300.3375866459865,405
625,51.3,301.14950800876994,405
626,51.35,301.8224493408203,405
627,51.4,301.9584631826363,405
628,51.45,301.8152023016238,405
629,51.5,301.87857654047946,405
630,51.55,302.1053299249387,405
631,51.6,301.8066567813649,405
632,51.65,301.4595911362592,405
633,51.7,301.4799328613281,405
634,51.75,301.4434814453125,405
635,51.8,301.2968079810049,405
636,51.85,301.1514725030637,405
637,51.9,301.56839647480086,405
638,51.95,302.3357771331189,405
639,52.0,302.9138428931143,405
640,52.05,303.2488696289063,405
641,52.1,303.5226476332721,405
642,52.15,303.9939132391238,405
643,52.2,304.5514077579274,405
644,52.25,304.4613671396293,405
645,52.3,303.90554330863205,405
646,52.35,303.905102299709,405
647,52.4,304.0207639208027,405
648,52.45,302.90082397460935,405
649,52.5,301.66836128982845,405
650,52.55,300.9083724676394,405
651,52.6,300.14652087641696,405
652,52.65,299.0423829321768,405
653,52.7,298.7061031565947,405
654,52.75,298.85517434512866,405
655,52.8,298.16064697265625,405
656,52.85,297.1431418026195,405
657,52.9,297.5861684761795,405
658,52.95,298.31578572591144,405
659,53.0,298.2748353247549,405
660,53.05,298.6344897700291,405
661,53.1,299.21998506433823,405
662,53.15,299.2770635986328,405
663,53.2,299.91985006893384,405
664,53.25,300.39150462431064,405
665,53.3,300.2021837421492,405
666,53.35,299.94792923272826,405
667,53.4,300.4289873908548,405
668,53.45,300.85884243834255,405
669,53.5,301.1557144464231,405
670,53.55,301.2084649658203,405
671,53.6,301.0435204599418,405
672,53.65,301.27665261661303,405
673,53.7,301.9188974417892,405
674,53.75,302.54208613376994,405
675,53.8,303.08940094592526,405
676,53.85,302.91442631740193,405
677,53.9,302.4573858642578,405
678,53.95,301.986618939568,405
679,54.0,301.07479978075213,405
680,54.05,300.3597597608379,405
681,54.1,299.73125442804076,405
682,54.15,298.7721569584865,405
683,54.2,298.47291834214155,405
684,54.25,298.76008239746096,405
685,54.3,298.6022189271216,405
686,54.35,298.22982907762713,405
687,54.4,298.34742108513325,405
688,54.45,299.3920186360677,405
689,54.5,300.6440184350107,405
690,54.55,300.31079699946383,405
691,54.6,298.94596923828124,405
692,54.65,297.40473190008424,405
693,54.7,297.0521677054611,405
694,54.75,297.99475995232075,405
695,54.8,298.0060765883502,405
696,54.85,297.2563081629136,405
697,54.9,297.1447616277957,405
698,54.95,297.24886426738664,405
699,55.0,297.0829779052734,405
700,55.05,297.2465192009421,405
701,55.1,297.91222546147367,405
702,55.15,299.42932308421416,405
703,55.2,301.5620446298637,405
704,55.25,303.32722084195007,405
705,55.3,305.5599831973805,405
706,55.35,309.21894775390626,405
707,55.4,310.0384060728784,405
708,55.45,306.3999915029488,405
709,55.5,303.9789853563496,405
710,55.55,303.5462024165135,405
711,55.6,302.7818166695389,405
712,55.65,303.36011639763325,405
713,55.7,304.87306091308596,405
714,55.75,304.2417476878447,405
715,55.8,301.9780321308211,405
716,55.85,300.8563501694623,405
717,55.9,302.344232895795,405
718,55.95,305.75478647269455,405
719,56.0,308.88330257640166,405
720,56.05,307.82811063878677,405
721,56.1,304.19379150390625,405
722,56.15,302.07411463120405,405
723,56.2,301.5070322074142,405
724,56.25,300.6606876148897,405
725,56.3,299.76349176145067,405
726,56.35,299.7625265682445,405
727,56.4,300.0865287032782,405
728,56.45,300.61970153808596,405
729,56.5,301.2547176585478,405
730,56.55,301.71490777707567,405
731,56.6,302.53215774835326,405
732,56.65,303.5221192603018,405
733,56.7,304.13865093156403,405
734,56.75,304.74923047832414,405
735,56.8,305.5666357421875,405
736,56.85,305.8296903722426,405
737,56.9,305.6789849973192,405
738,56.95,306.0542476878447,405
739,57.0,306.23918121936276,405
740,57.05,305.5736119887408,405
741,57.1,305.1899025112975,405
742,57.15,305.30162109375,405
743,57.2,304.7235657935049,405
744,57.25,303.8930029775582,405
745,57.3,303.0334424785539,405
746,57.35,301.9277427523744,405
747,57.4,300.9026447370941,405
748,57.45,300.393668978822,405
749,57.5,300.0700498094746,405
750,57.55,299.45958618164065,405
751,57.6,299.1208256740196,405
752,57.65,299.2027186973422,405
753,57.7,299.34431008731616,405
754,57.75,299.49222878848803,405
755,57.8,299.59175139782474,405
756,57.85,299.8598285749847,405
757,57.9,299.9788470458984,405
758,57.95,300.12541886871935,405
759,58.0,300.63659787645526,405
760,58.05,301.18727381089155,405
761,58.1,301.6093989353554,405
762,58.15,302.06742051068477,405
763,58.2,302.5136395622702,405
764,58.25,302.5917034912109,405
765,58.3,302.8682077445236,405
766,58.35,303.30983958524814,405
767,58.4,303.2091112323836,405
768,58.45,302.89494233972886,405
769,58.5,302.6952383003983,405
770,58.55,303.068853041705,405
771,58.6,303.86367378982845,405
772,58.65,304.2151245117187,405
773,58.7,303.32522164139095,405
774,58.75,301.70339546951595,405
775,58.8,300.82104671702666,405
776,58.85,301.47818352194395,405
777,58.9,302.9348192401961,405
778,58.95,303.88940609202666,405
779,59.0,304.46262023925783,405
780,59.05,304.26107488893996,405
781,59.1,303.7073735255821,405
782,59.15,303.8579921348422,405
783,59.2,303.44506716260724,405
784,59.25,302.4009710573683,405
785,59.3,301.73919139188877,405
786,59.35,300.9000341796875,405
787,59.4,299.78269449869794,405
788,59.45,298.35754274854474,405
789,59.5,297.0834727567785,405
790,59.55,297.2554847866881,405
791,59.6,297.2848738128064,405
792,59.65,296.5361519607843,405
793,59.7,296.10719604492186,405
794,59.75,297.3920862534467,405
795,59.8,299.06093103745405,405
796,59.85,299.16951437557447,405
797,59.9,298.9368513518689,405
798,59.95,299.43582751704196,405
799,60.0,299.69481823491117,405
800,60.05,300.6645394119562,405
801,60.1,303.2230590820312,405
802,60.15,304.2149981330423,405
803,60.2,302.3420110964308,405
804,60.25,301.64336619657627,405
805,60.3,304.7978593414905,405
806,60.35,307.7980472340303,405
807,60.4,309.54773128733916,405
808,60.45,311.0796057128906,405
809,60.5,311.26666558957567,405
810,60.55,310.63426298253677,405
811,60.6,310.0748853496477,405
812,60.65,310.03751268573836,405
813,60.7,310.1625940659467,405
814,60.75,310.43352493585326,405
815,60.8,311.1017785644531,405
816,60.85,311.9397888183594,405
817,60.9,314.0846497778799,405
818,60.95,318.0318202598422,405
819,61.0,317.5281461827895,405
820,61.05,313.718277276731,405
821,61.1,311.888381060432,405
822,61.15,310.92424865722654,405
823,61.2,309.4789033777574,405
824,61.25,307.39885696710326,405
825,61.3,305.3954563514859,405
826,61.35,305.21584664139095,405
827,61.4,307.0160109576057,405
828,61.45,307.5535314223346,405
829,61.5,303.81478522805605,405
830,61.55,297.82219360351564,405
831,61.6,296.2184549967448,405
832,61.65,303.5167230344286,405
833,61.7,308.31857000612746,405
834,61.75,303.21945728975186,405
835,61.8,300.5929715025659,405
836,61.85,304.86601945465685,405
837,61.9,309.4201611328125,405
838,61.95,310.4787136900659,405
839,62.0,308.9524284811581,405
840,62.05,311.22433651194854,405
841,62.1,314.2409075568704,405
842,62.15,311.7531187768076,405
843,62.2,308.57941810757507,405
844,62.25,308.4522277832031,405
845,62.3,308.38956346698836,405
846,62.35,307.1609892003676,405
847,62.4,305.3557996562883,405
848,62.45,303.08486818799787,405
849,62.5,303.8058944402957,405
850,62.55,308.62192550359987,405
851,62.6,310.7353479721967,405
852,62.65,308.98545166015623,405
853,62.7,307.2959570791207,405
854,62.75,306.4345894607843,405
855,62.8,305.27181707643996,405
856,62.85,303.54969997032015,405
857,62.9,302.15056535309435,405
858,62.95,301.06671082739734,405
859,63.0,300.1201739501953,405
860,63.05,299.2150872922411,405
861,63.1,298.38669780656403,405
862,63.15,297.9135191674326,405
863,63.2,298.06065637925093,405
864,63.25,298.9126975863588,405
865,63.3,300.02706849341297,405
866,63.35,300.6576574707031,405
867,63.4,300.7169021905637,405
868,63.45,301.4828036439185,405
869,63.5,303.04674694584867,405
870,63.55,304.05405680338544,405
871,63.6,304.48241529277726,405
872,63.65,304.64317052504595,405
873,63.7,304.88617736816406,405
874,63.75,305.5359951842065,405
875,63.8,306.2133555692785,405
